issue_d,loan_amnt,int_rate,grade,sub_grade,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,open_acc,total_acc,revol_bal,revol_util,loan_status,default_ind,age_of_loan_months,term_months,emp_length_num,emp_length_num_missing
2015-07-01,35000.0,13.33,C,C3,MORTGAGE,145000.0,Verified,debt_consolidation,NY,12.89,0.0,1.0,11.0,23.0,36628.0,53.5,Fully Paid,0,42,36,8,0
2018-05-01,40000.0,7.96,A,A5,MORTGAGE,144000.0,Verified,debt_consolidation,IL,23.18,0.0,1.0,12.0,20.0,101368.90000000014,28.1,Fully Paid,0,8,36,9,0
2018-07-01,11000.0,12.73,B,B5,OWN,49920.0,Source Verified,debt_consolidation,CA,17.19,0.0,0.0,4.0,7.0,9995.0,90.0,Current,0,6,36,0,0
2018-04-01,4825.0,6.71,A,A3,MORTGAGE,120000.0,Not Verified,debt_consolidation,VA,4.36,0.0,1.0,15.0,23.0,9711.0,22.2,Current,0,9,36,7,0
2018-09-01,7000.0,8.46,A,A5,RENT,45000.0,Source Verified,debt_consolidation,CT,16.16,0.0,0.0,11.0,11.0,4867.0,29.5,Current,0,4,36,3,0
2016-07-01,3000.0,10.99,B,B4,RENT,21000.0,Verified,medical,NY,0.0,0.0,0.0,5.0,17.0,0.0,0.0,Current,0,30,36,10,1
2015-02-01,9325.0,18.25,E,E1,MORTGAGE,65000.0,Verified,other,LA,21.36,0.0,0.0,21.0,48.0,15547.0,51.8,Charged Off,1,47,36,10,0
2016-04-01,25000.0,14.46,C,C4,RENT,65000.0,Not Verified,debt_consolidation,MD,29.08,0.0,0.0,15.0,22.0,13796.0,71.1,Fully Paid,0,33,60,4,0
2015-10-01,5000.0,12.29,C,C1,RENT,48000.0,Source Verified,debt_consolidation,MD,26.75,1.0,0.0,16.0,22.0,7322.0,67.8,Fully Paid,0,39,36,9,0
2016-10-01,16000.0,13.49,C,C2,MORTGAGE,70000.0,Source Verified,home_improvement,TX,13.08,0.0,1.0,17.0,20.0,15340.0,56.0,Current,0,27,36,5,0
2016-11-01,4000.0,11.49,B,B5,MORTGAGE,60000.0,Source Verified,other,IL,23.46,0.0,3.0,19.0,28.0,2694.0,7.9,Fully Paid,0,26,36,2,0
2018-08-01,6400.0,11.55,B,B4,OWN,99000.0,Source Verified,debt_consolidation,FL,10.82,0.0,0.0,16.0,21.0,7383.0,23.4,Current,0,5,36,10,0
2017-05-01,6000.0,7.21,A,A3,MORTGAGE,110000.0,Source Verified,house,NJ,13.28,0.0,0.0,8.0,33.0,19536.0,46.6,Fully Paid,0,20,36,0,0
2017-07-01,2400.0,10.42,B,B3,OWN,75000.0,Verified,home_improvement,LA,10.59,3.0,0.0,5.0,18.0,1250.0,41.7,Current,0,18,36,10,0
2018-08-01,18000.0,7.21,A,A3,MORTGAGE,80000.0,Source Verified,credit_card,GA,11.22,0.0,1.0,30.0,48.0,13542.0,21.6,Current,0,5,36,1,0
2018-01-01,22500.0,7.97,A,A5,MORTGAGE,140000.0,Not Verified,debt_consolidation,TX,19.37,0.0,0.0,23.0,45.0,22801.0,50.3,Current,0,12,36,0,0
2015-01-01,10550.0,12.99,C,C2,RENT,24072.0,Verified,credit_card,CA,29.36,0.0,0.0,5.0,11.0,11162.0,72.0,Charged Off,1,48,60,10,1
2018-05-01,6000.0,6.19,A,A2,MORTGAGE,125000.0,Not Verified,credit_card,IL,18.24,0.0,1.0,13.0,35.0,8590.0,21.5,Current,0,8,36,10,0
2017-12-01,11200.0,20.0,D,D4,MORTGAGE,65000.0,Source Verified,debt_consolidation,NC,18.04,0.0,1.0,16.0,28.0,13027.0,53.0,Current,0,13,60,10,0
2017-05-01,6850.0,17.09,D,D1,RENT,84000.0,Not Verified,debt_consolidation,DE,27.91,3.0,2.0,9.0,31.0,5407.0,50.0,Current,0,20,36,10,0
2018-12-01,35000.0,8.19,A,A4,MORTGAGE,122000.0,Verified,debt_consolidation,NJ,34.77,0.0,1.0,15.0,41.0,74880.0,61.5,Current,0,1,36,6,0
2015-02-01,8000.0,8.18,B,B1,OWN,54000.0,Source Verified,debt_consolidation,SC,17.72,0.0,3.0,10.0,47.0,8347.0,55.6,Fully Paid,0,47,36,10,0
2015-09-01,10000.0,7.89,A,A5,MORTGAGE,56500.0,Not Verified,credit_card,TX,12.07,0.0,1.0,19.0,33.0,7953.0,50.0,Fully Paid,0,40,36,4,0
2018-10-01,30000.0,7.21,A,A3,RENT,130000.0,Source Verified,other,CA,10.43,0.0,0.0,10.0,14.0,1257.0,8.9,Current,0,3,36,10,0
2017-02-01,10000.0,11.49,B,B5,OWN,25000.0,Source Verified,debt_consolidation,AL,5.18,0.0,0.0,4.0,11.0,3632.0,48.4,Current,0,23,36,0,0
2018-07-01,10000.0,15.02,C,C3,MORTGAGE,75000.0,Source Verified,debt_consolidation,MA,18.72,4.0,0.0,14.0,27.0,15405.0,74.4,Current,0,6,60,10,0
2018-02-01,40000.0,6.08,A,A2,MORTGAGE,98000.0,Source Verified,debt_consolidation,NY,2.52,0.0,3.0,30.0,43.0,3485.0,2.6,Current,0,11,36,10,0
2017-04-01,5200.0,15.99,C,C5,RENT,28716.0,Verified,debt_consolidation,WA,9.15,0.0,1.0,3.0,8.0,2691.0,30.6,Fully Paid,0,21,36,10,1
2018-03-01,7000.0,17.47,D,D1,MORTGAGE,70000.0,Source Verified,debt_consolidation,NY,19.53,0.0,3.0,24.0,52.0,17629.0,74.1,Current,0,10,36,3,0
2017-03-01,10000.0,11.49,B,B5,OWN,70000.0,Not Verified,credit_card,IL,15.6,2.0,0.0,16.0,25.0,12156.0,59.6,Current,0,22,36,2,0
2018-05-01,7000.0,19.42,D,D3,MORTGAGE,38000.0,Not Verified,debt_consolidation,NY,36.89,0.0,0.0,6.0,13.0,20710.0,94.1,Current,0,8,36,10,0
2016-05-01,20000.0,9.75,B,B3,MORTGAGE,82000.0,Verified,debt_consolidation,MS,28.08,1.0,2.0,7.0,22.0,101368.90000000014,92.0,Current,0,32,36,10,0
2015-12-01,24000.0,17.57,D,D4,RENT,48000.0,Source Verified,debt_consolidation,VA,38.71,1.0,1.0,30.0,44.0,29777.0,35.9,Charged Off,1,37,60,10,0
2018-07-01,10000.0,6.11,A,A1,MORTGAGE,150000.0,Not Verified,home_improvement,WI,20.36,0.0,0.0,14.0,22.0,29910.0,31.8,Current,0,6,36,1,0
2016-02-01,6000.0,10.75,B,B4,RENT,25000.0,Source Verified,debt_consolidation,FL,7.68,0.0,0.0,9.0,19.0,4523.0,23.8,Fully Paid,0,35,36,0,0
2015-12-01,15000.0,9.17,B,B2,MORTGAGE,66000.0,Not Verified,debt_consolidation,FL,27.55,0.0,1.0,17.0,38.0,24298.0,54.5,Charged Off,1,37,36,4,0
2016-12-01,14400.0,27.49,F,F2,RENT,48000.0,Not Verified,debt_consolidation,CA,33.5,1.0,1.0,17.0,30.0,30197.0,48.4,Fully Paid,0,25,60,10,0
2018-12-01,20000.0,20.89,D,D4,MORTGAGE,47200.0,Source Verified,debt_consolidation,OH,29.62,0.0,0.0,8.0,11.0,13849.0,88.8,Current,0,1,60,10,0
2017-09-01,6600.0,18.06,D,D2,MORTGAGE,99500.0,Source Verified,debt_consolidation,OK,29.31,0.0,1.0,10.0,31.0,10407.0,65.5,Current,0,16,36,8,0
2017-12-01,4000.0,9.44,B,B1,OWN,13000.0,Not Verified,debt_consolidation,NC,35.73,0.0,0.0,9.0,21.0,2956.0,6.8,Current,0,13,36,10,1
2018-03-01,22000.0,19.42,D,D3,MORTGAGE,52000.0,Verified,credit_card,UT,18.53,0.0,1.0,9.0,14.0,22245.0,72.9,Fully Paid,0,10,36,7,0
2017-07-01,35000.0,10.91,B,B4,MORTGAGE,155000.0,Verified,debt_consolidation,CA,10.44,0.0,0.0,10.0,16.0,27682.0,83.6,Fully Paid,0,18,36,10,0
2015-04-01,26925.0,10.99,B,B4,MORTGAGE,54000.0,Verified,credit_card,AR,21.08,1.0,0.0,5.0,13.0,10936.0,60.8,Fully Paid,0,45,36,8,0
2015-07-01,9525.0,18.25,E,E1,MORTGAGE,64000.0,Verified,credit_card,IL,35.29,0.0,0.0,29.0,55.0,29893.0,61.3,Fully Paid,0,42,36,0,0
2016-08-01,10000.0,24.49,E,E3,RENT,61000.0,Source Verified,other,FL,14.6,0.0,0.0,9.0,18.0,3032.0,29.7,Current,0,29,60,10,0
2018-10-01,1600.0,23.4,E,E1,MORTGAGE,45000.0,Verified,major_purchase,HI,35.79,3.0,0.0,9.0,16.0,11561.0,78.6,Current,0,3,36,5,0
2016-06-01,11200.0,14.49,C,C4,OWN,35500.0,Verified,debt_consolidation,VA,27.42,0.0,0.0,20.0,38.0,9145.0,53.5,Charged Off,1,31,60,4,0
2018-11-01,8000.0,16.14,C,C4,RENT,42500.0,Verified,debt_consolidation,CO,11.92,0.0,1.0,6.0,20.0,460.0,9.0,Current,0,2,36,1,0
2015-07-01,3500.0,14.65,C,C5,RENT,50000.0,Source Verified,debt_consolidation,IN,21.22,0.0,0.0,20.0,32.0,4576.0,44.0,Fully Paid,0,42,36,4,0
2017-11-01,35000.0,16.02,C,C5,OWN,195000.0,Verified,debt_consolidation,NJ,21.65,0.0,1.0,12.0,20.0,60044.0,45.0,Current,0,14,36,3,0
2015-07-01,32500.0,21.99,F,F1,RENT,65000.0,Verified,debt_consolidation,FL,38.22,0.0,0.0,30.0,43.0,24328.0,68.0,Fully Paid,0,42,60,2,0
2018-08-01,5000.0,13.56,C,C1,MORTGAGE,40000.0,Not Verified,credit_card,CA,20.05,0.0,0.0,9.0,22.0,5495.0,74.3,Current,0,5,36,10,0
2017-12-01,11000.0,7.97,A,A5,OWN,55000.0,Source Verified,debt_consolidation,CA,1.9,1.0,0.0,10.0,19.0,4840.0,15.1,Fully Paid,0,13,36,10,0
2018-01-01,15000.0,5.32,A,A1,RENT,125000.0,Not Verified,debt_consolidation,NJ,9.76,0.0,0.0,11.0,26.0,13350.0,24.0,Fully Paid,0,12,36,10,0
2018-11-01,19000.0,13.56,C,C1,RENT,47800.0,Not Verified,debt_consolidation,CA,30.31,1.0,0.0,19.0,39.0,5619.0,19.6,Current,0,2,36,10,1
2017-02-01,8400.0,11.49,B,B5,OWN,40000.0,Source Verified,credit_card,NY,14.04,1.0,1.0,21.0,25.0,12225.0,20.2,Fully Paid,0,23,36,6,0
2015-10-01,20000.0,9.99,B,B3,MORTGAGE,70000.0,Not Verified,home_improvement,NJ,10.7,0.0,0.0,10.0,27.0,11341.0,31.0,Charged Off,1,39,36,10,0
2018-10-01,12000.0,6.67,A,A2,MORTGAGE,200000.0,Source Verified,car,CA,16.34,0.0,0.0,21.0,45.0,28047.0,23.3,Current,0,3,36,2,0
2018-10-01,5500.0,12.73,B,B5,RENT,25000.0,Not Verified,credit_card,MI,6.43,0.0,0.0,3.0,4.0,4027.0,93.7,Current,0,3,36,10,1
2017-02-01,7200.0,8.24,B,B1,MORTGAGE,38000.0,Verified,credit_card,NY,12.73,0.0,0.0,6.0,7.0,3760.0,34.8,Current,0,23,36,0,0
2016-03-01,19300.0,10.75,B,B4,RENT,42000.0,Verified,debt_consolidation,CA,34.54,0.0,0.0,12.0,17.0,4141.0,12.9,Charged Off,1,34,36,10,1
2017-05-01,14000.0,5.32,A,A1,MORTGAGE,70000.0,Verified,credit_card,LA,9.77,0.0,1.0,11.0,44.0,15522.0,14.3,Current,0,20,36,9,0
2017-09-01,21600.0,11.99,B,B5,MORTGAGE,85000.0,Not Verified,debt_consolidation,NC,21.93,0.0,0.0,22.0,36.0,2696.0,6.0,Current,0,16,36,10,0
2017-12-01,15000.0,17.09,D,D1,OWN,49000.0,Verified,debt_consolidation,MD,24.54,0.0,0.0,7.0,11.0,5196.0,22.8,Current,0,13,60,10,0
2018-06-01,30000.0,12.13,B,B5,MORTGAGE,130000.0,Verified,debt_consolidation,IN,12.12,0.0,1.0,13.0,16.0,7199.0,33.6,Current,0,7,60,0,0
2018-07-01,20000.0,16.14,C,C4,MORTGAGE,110000.0,Not Verified,credit_card,NJ,11.9,0.0,0.0,10.0,22.0,17959.0,80.2,Current,0,6,60,10,0
2017-10-01,35000.0,10.42,B,B3,OWN,180000.0,Source Verified,debt_consolidation,NH,19.3,1.0,0.0,16.0,29.0,60451.0,82.9,Current,0,15,36,10,0
2015-08-01,15000.0,8.18,B,B1,MORTGAGE,79000.0,Not Verified,debt_consolidation,OH,17.34,0.0,0.0,8.0,29.0,24324.0,59.2,Fully Paid,0,41,36,1,0
2016-03-01,12000.0,9.75,B,B3,MORTGAGE,38330.0,Verified,debt_consolidation,AZ,26.8,0.0,0.0,14.0,23.0,22259.0,49.7,Fully Paid,0,34,36,10,1
2016-10-01,8000.0,18.99,D,D3,RENT,32000.0,Verified,debt_consolidation,CA,17.48,0.0,0.0,6.0,7.0,4741.0,75.3,Fully Paid,0,27,36,5,0
2018-11-01,12000.0,16.14,C,C4,RENT,24000.0,Not Verified,debt_consolidation,CA,31.85,0.0,0.0,6.0,8.0,5689.0,65.4,Current,0,2,36,10,0
2018-09-01,28000.0,10.08,B,B1,RENT,140000.0,Not Verified,debt_consolidation,CA,22.56,0.0,0.0,11.0,21.0,8238.0,21.3,Current,0,4,60,6,0
2015-12-01,8500.0,5.32,A,A1,MORTGAGE,75000.0,Source Verified,debt_consolidation,TX,24.83,0.0,0.0,18.0,45.0,29023.0,37.4,Fully Paid,0,37,36,10,0
2018-03-01,31500.0,7.34,A,A4,OWN,79000.0,Source Verified,debt_consolidation,CO,10.21,0.0,0.0,8.0,15.0,13031.0,23.5,Current,0,10,36,10,0
2018-08-01,23000.0,12.73,B,B5,MORTGAGE,135000.0,Source Verified,credit_card,MO,15.01,0.0,0.0,12.0,18.0,15367.0,46.4,Current,0,5,60,4,0
2015-06-01,24000.0,13.99,C,C4,MORTGAGE,98000.0,Verified,debt_consolidation,OH,20.63,1.0,2.0,10.0,25.0,19539.0,56.5,Current,0,43,60,4,0
2017-12-01,15000.0,21.45,D,D5,RENT,75000.0,Source Verified,small_business,IN,15.22,0.0,2.0,6.0,10.0,3769.0,60.8,Late (31-120 days),1,13,36,2,0
2015-12-01,31275.0,23.99,F,F3,MORTGAGE,85000.0,Verified,debt_consolidation,TX,31.52,0.0,0.0,28.0,54.0,48764.0,52.9,Fully Paid,0,37,60,10,0
2016-06-01,7200.0,8.99,B,B1,RENT,65000.0,Not Verified,debt_consolidation,WI,12.24,1.0,0.0,17.0,32.0,10208.0,65.9,Fully Paid,0,31,36,1,0
2016-01-01,10000.0,7.49,A,A4,MORTGAGE,49000.0,Source Verified,debt_consolidation,VA,9.7,0.0,0.0,13.0,34.0,10543.0,42.5,Fully Paid,0,36,36,6,0
2016-12-01,6000.0,10.49,B,B2,MORTGAGE,53000.0,Not Verified,credit_card,MO,8.7,3.0,1.0,12.0,28.0,11766.0,87.0,Current,0,25,36,3,0
2017-03-01,20000.0,23.99,E,E2,MORTGAGE,65000.0,Source Verified,debt_consolidation,CT,18.21,0.0,0.0,16.0,28.0,15666.0,37.0,Current,0,22,60,10,1
2017-03-01,12000.0,18.99,D,D3,OWN,43896.0,Verified,major_purchase,NH,22.88,2.0,1.0,12.0,27.0,5450.0,29.8,Charged Off,1,22,36,1,0
2018-07-01,20000.0,20.89,D,D4,MORTGAGE,43000.0,Verified,debt_consolidation,NJ,16.44,0.0,0.0,9.0,20.0,19391.0,42.5,Current,0,6,60,2,0
2016-06-01,4600.0,13.67,C,C3,MORTGAGE,23000.0,Source Verified,debt_consolidation,AZ,35.86,0.0,0.0,7.0,10.0,24080.0,57.9,Fully Paid,0,31,36,10,0
2017-06-01,7500.0,9.93,B,B2,MORTGAGE,120000.0,Not Verified,home_improvement,IL,8.6,0.0,0.0,19.0,24.0,10955.0,14.1,Fully Paid,0,19,36,10,0
2018-04-01,20000.0,9.92,B,B2,MORTGAGE,90000.0,Not Verified,debt_consolidation,CT,36.72,0.0,0.0,21.0,52.0,18881.0,27.1,Current,0,9,36,4,0
2017-08-01,5000.0,9.44,B,B1,RENT,67000.0,Not Verified,other,WA,16.77,0.0,0.0,17.0,23.0,710.0,2.6,Current,0,17,36,1,0
2015-02-01,16000.0,14.65,C,C5,MORTGAGE,75000.0,Not Verified,credit_card,MI,13.22,0.0,0.0,9.0,15.0,15916.0,80.4,Fully Paid,0,47,36,10,0
2018-01-01,25000.0,13.59,C,C2,MORTGAGE,35000.0,Verified,other,SC,1.61,0.0,1.0,5.0,25.0,122.0,0.7,Current,0,12,60,10,1
2018-06-01,25000.0,17.47,D,D1,MORTGAGE,64000.0,Not Verified,debt_consolidation,WI,50.1,0.0,1.0,13.0,32.0,10683.0,78.6,Current,0,7,60,10,0
2018-04-01,20000.0,19.42,D,D3,RENT,50374.0,Source Verified,debt_consolidation,PA,13.18,1.0,0.0,6.0,24.0,9809.0,67.6,Current,0,9,60,10,0
2017-07-01,10000.0,13.59,C,C2,RENT,150000.0,Source Verified,major_purchase,CA,18.46,0.0,1.0,12.0,16.0,6123.0,24.0,Current,0,18,36,8,0
2015-12-01,5025.0,14.48,C,C5,RENT,14000.0,Source Verified,debt_consolidation,NY,31.73,0.0,0.0,9.0,12.0,3105.0,21.9,Fully Paid,0,37,36,1,0
2016-07-01,22500.0,11.49,B,B5,MORTGAGE,75264.0,Source Verified,credit_card,AZ,8.8,0.0,0.0,6.0,10.0,12675.0,66.4,Fully Paid,0,30,36,10,1
2016-03-01,22000.0,24.11,F,F2,RENT,62500.0,Verified,debt_consolidation,ME,10.5,0.0,3.0,12.0,25.0,11093.0,37.0,Current,0,34,60,0,0
2016-03-01,20000.0,14.46,C,C4,MORTGAGE,65164.92,Verified,debt_consolidation,TX,36.34,0.0,0.0,18.0,55.0,20279.0,66.1,Current,0,34,36,10,1
2015-12-01,12000.0,9.76,B,B3,MORTGAGE,60000.0,Not Verified,car,FL,18.2,0.0,0.0,8.0,12.0,4201.0,40.4,Fully Paid,0,37,36,7,0
2015-04-01,3250.0,16.55,D,D2,RENT,40308.0,Verified,other,MD,17.18,2.0,1.0,6.0,23.0,5072.0,78.0,Fully Paid,0,45,36,10,1
2017-02-01,21000.0,12.74,C,C1,RENT,60000.0,Not Verified,debt_consolidation,CA,27.04,0.0,0.0,11.0,19.0,2643.0,9.3,Fully Paid,0,23,60,2,0
2015-05-01,35000.0,13.99,C,C4,MORTGAGE,90000.0,Verified,credit_card,TX,21.2,0.0,1.0,16.0,31.0,32894.0,77.9,Current,0,44,60,6,0
2016-02-01,9000.0,10.75,B,B4,RENT,63000.0,Source Verified,debt_consolidation,NY,16.63,0.0,0.0,17.0,24.0,18930.0,60.1,Fully Paid,0,35,36,10,0
2016-03-01,17450.0,23.13,F,F1,OWN,52000.0,Verified,home_improvement,NY,39.28,0.0,0.0,11.0,26.0,21819.0,70.6,Fully Paid,0,34,60,9,0
2016-03-01,12000.0,16.29,D,D1,OWN,65000.0,Not Verified,debt_consolidation,CA,30.02,1.0,0.0,10.0,26.0,31950.0,76.6,Fully Paid,0,34,60,10,0
2017-11-01,1000.0,18.06,D,D2,MORTGAGE,50000.0,Source Verified,other,DE,22.61,0.0,1.0,5.0,9.0,2499.0,83.3,Fully Paid,0,14,36,3,0
2016-10-01,5000.0,19.99,D,D4,RENT,20000.0,Verified,other,CA,26.59,0.0,0.0,4.0,7.0,3395.0,84.9,Fully Paid,0,27,36,8,0
2017-09-01,30000.0,12.62,C,C1,MORTGAGE,120000.0,Source Verified,home_improvement,CA,22.83,0.0,0.0,7.0,18.0,28075.0,98.9,Fully Paid,0,16,36,0,0
2018-11-01,1000.0,8.81,A,A5,MORTGAGE,80000.0,Source Verified,other,TN,11.91,0.0,1.0,13.0,16.0,5545.0,35.3,Current,0,2,36,4,0
2016-09-01,12000.0,8.99,B,B1,MORTGAGE,250000.0,Source Verified,debt_consolidation,NJ,5.19,0.0,2.0,20.0,47.0,35316.0,21.5,Fully Paid,0,28,36,2,0
2015-01-01,12425.0,12.99,C,C2,MORTGAGE,37920.0,Not Verified,credit_card,TN,28.32,0.0,1.0,7.0,26.0,10814.0,56.3,Current,0,48,60,0,0
2015-12-01,23975.0,14.48,C,C5,OWN,55000.0,Not Verified,debt_consolidation,OH,30.77,0.0,1.0,13.0,25.0,8738.0,25.9,Charged Off,1,37,60,0,0
2015-09-01,2000.0,9.99,B,B3,RENT,16000.0,Source Verified,credit_card,AL,10.35,0.0,0.0,14.0,14.0,1577.0,11.9,Fully Paid,0,40,36,4,0
2017-06-01,15000.0,16.02,C,C5,RENT,45000.0,Verified,debt_consolidation,VA,19.92,0.0,0.0,17.0,26.0,10411.0,44.9,Charged Off,1,19,36,0,0
2017-08-01,13000.0,7.07,A,A2,MORTGAGE,53300.0,Verified,credit_card,NE,22.25,0.0,0.0,21.0,37.0,34302.0,48.0,Fully Paid,0,17,36,10,0
2016-09-01,7000.0,11.49,B,B5,MORTGAGE,61000.0,Verified,debt_consolidation,WI,17.51,0.0,1.0,8.0,13.0,1831.0,28.2,Fully Paid,0,28,36,10,0
2018-04-01,8000.0,9.92,B,B2,MORTGAGE,47000.0,Not Verified,debt_consolidation,RI,14.44,0.0,0.0,11.0,18.0,6841.0,23.9,Current,0,9,36,8,0
2016-05-01,7200.0,11.47,B,B5,MORTGAGE,46900.0,Verified,home_improvement,MN,20.01,0.0,1.0,18.0,49.0,16586.0,57.8,Current,0,32,36,10,0
2015-09-01,2500.0,8.18,B,B1,MORTGAGE,60000.0,Source Verified,credit_card,UT,6.04,1.0,0.0,8.0,10.0,4352.0,27.9,Fully Paid,0,40,36,10,0
2018-11-01,10500.0,10.72,B,B2,RENT,85000.0,Not Verified,major_purchase,WI,30.75,0.0,0.0,13.0,18.0,2377.0,4.0,Current,0,2,60,5,0
2018-01-01,40000.0,10.42,B,B3,RENT,95000.0,Source Verified,debt_consolidation,CA,1.12,0.0,0.0,13.0,26.0,5893.0,15.8,Late (16-30 days),0,12,60,1,0
2016-03-01,25000.0,5.32,A,A1,MORTGAGE,77000.0,Not Verified,credit_card,CA,23.97,0.0,1.0,13.0,41.0,1857.0,2.3,Fully Paid,0,34,36,10,0
2018-06-01,7200.0,10.56,B,B3,MORTGAGE,140000.0,Source Verified,credit_card,GA,0.26,1.0,0.0,3.0,13.0,975.0,54.2,Current,0,7,36,10,0
2017-05-01,28000.0,14.99,C,C4,MORTGAGE,35000.0,Not Verified,credit_card,MI,28.88,2.0,0.0,7.0,17.0,33989.0,89.9,Charged Off,1,20,60,0,0
2015-11-01,3600.0,15.41,D,D1,MORTGAGE,32000.0,Verified,other,NH,34.58,2.0,0.0,8.0,24.0,526.0,11.4,Fully Paid,0,38,36,10,0
2017-03-01,12000.0,8.24,B,B1,MORTGAGE,85000.0,Source Verified,credit_card,PA,22.01,1.0,1.0,20.0,59.0,13917.0,39.1,Charged Off,1,22,36,0,0
2015-04-01,25000.0,6.68,A,A3,MORTGAGE,175000.0,Source Verified,credit_card,CA,21.98,0.0,1.0,11.0,21.0,65927.0,71.7,Fully Paid,0,45,36,10,0
2015-06-01,15000.0,5.32,A,A1,MORTGAGE,46000.0,Verified,debt_consolidation,OH,3.52,0.0,0.0,11.0,22.0,6241.0,23.0,Fully Paid,0,43,36,10,0
2015-10-01,10000.0,12.69,C,C2,RENT,40000.0,Source Verified,credit_card,NY,23.16,0.0,0.0,17.0,30.0,19413.0,72.4,Fully Paid,0,39,36,8,0
2016-12-01,20000.0,8.24,B,B1,MORTGAGE,100000.0,Verified,debt_consolidation,ME,13.21,2.0,0.0,11.0,22.0,24744.0,57.3,Fully Paid,0,25,36,10,0
2015-03-01,24000.0,15.61,D,D1,RENT,89000.0,Verified,credit_card,CA,30.09,0.0,1.0,18.0,48.0,31715.0,44.5,Charged Off,1,46,60,10,0
2018-07-01,13000.0,11.55,B,B4,OWN,50000.0,Source Verified,debt_consolidation,NH,19.88,0.0,2.0,12.0,20.0,3681.0,17.1,Current,0,6,60,10,0
2016-06-01,36000.0,9.75,B,B3,RENT,75000.0,Verified,debt_consolidation,CA,34.04,0.0,0.0,28.0,51.0,24163.0,29.5,Fully Paid,0,31,36,0,0
2015-08-01,16000.0,10.99,B,B4,MORTGAGE,110000.0,Source Verified,credit_card,AR,28.34,0.0,3.0,10.0,61.0,18842.0,56.2,Fully Paid,0,41,60,0,0
2017-08-01,7450.0,16.02,C,C5,OWN,51000.0,Not Verified,home_improvement,NC,10.24,0.0,0.0,9.0,24.0,6300.0,43.8,Current,0,17,36,2,0
2018-12-01,26500.0,20.89,D,D4,RENT,25000.0,Verified,debt_consolidation,WA,54.1,0.0,0.0,5.0,7.0,16529.0,80.6,Current,0,1,60,3,0
2018-08-01,6200.0,24.37,E,E2,MORTGAGE,98000.0,Not Verified,car,MD,6.64,1.0,0.0,5.0,8.0,4283.0,71.4,Current,0,5,36,10,0
2017-07-01,15000.0,27.49,G,G5,RENT,33900.0,Source Verified,debt_consolidation,CT,24.92,0.0,0.0,11.0,12.0,14628.0,54.6,Fully Paid,0,18,60,1,0
2015-08-01,35000.0,14.65,C,C5,MORTGAGE,73000.0,Source Verified,home_improvement,NY,19.74,0.0,1.0,10.0,22.0,10500.0,20.3,Fully Paid,0,41,36,10,0
2017-05-01,16800.0,13.49,C,C2,MORTGAGE,76000.0,Source Verified,debt_consolidation,TX,10.44,0.0,0.0,7.0,11.0,11687.0,49.7,Current,0,20,60,10,0
2016-05-01,6000.0,13.67,C,C3,MORTGAGE,36000.0,Verified,credit_card,OH,34.8,0.0,3.0,17.0,41.0,18509.0,58.9,Charged Off,1,32,36,10,0
2017-01-01,13000.0,13.99,C,C3,RENT,40000.0,Source Verified,credit_card,MN,32.1,0.0,0.0,8.0,20.0,11282.0,75.7,Fully Paid,0,24,60,10,0
2017-07-01,4200.0,23.88,E,E2,MORTGAGE,75000.0,Source Verified,other,FL,25.26,2.0,0.0,19.0,27.0,3670.0,21.7,Current,0,18,36,10,0
2017-06-01,28800.0,16.02,C,C5,RENT,60000.0,Verified,other,HI,16.67,1.0,0.0,7.0,25.0,6745.0,74.1,Fully Paid,0,19,36,5,0
2015-11-01,21925.0,18.49,E,E2,MORTGAGE,83000.0,Source Verified,other,MS,9.83,0.0,0.0,6.0,16.0,2507.0,20.2,Fully Paid,0,38,60,2,0
2017-10-01,30000.0,10.91,B,B4,OWN,80000.0,Verified,debt_consolidation,ID,7.97,0.0,0.0,4.0,18.0,24432.0,91.8,Current,0,15,36,10,0
2018-07-01,10000.0,16.91,C,C5,OWN,85000.0,Source Verified,debt_consolidation,OH,18.54,0.0,1.0,8.0,17.0,10645.0,76.0,Current,0,6,36,10,0
2017-06-01,35000.0,15.05,C,C4,RENT,115000.0,Verified,debt_consolidation,VA,18.72,0.0,0.0,12.0,19.0,21945.0,82.5,Current,0,19,60,3,0
2016-08-01,19300.0,17.99,D,D2,RENT,67000.0,Not Verified,debt_consolidation,CA,10.62,0.0,0.0,7.0,21.0,6987.0,24.3,Charged Off,1,29,36,1,0
2016-11-01,20000.0,11.49,B,B5,MORTGAGE,93500.0,Source Verified,debt_consolidation,NC,5.84,1.0,2.0,15.0,19.0,8275.0,33.2,Current,0,26,36,1,0
2017-08-01,16000.0,11.99,B,B5,MORTGAGE,95000.0,Source Verified,debt_consolidation,TN,17.74,1.0,2.0,15.0,27.0,13805.0,50.6,Current,0,17,36,9,0
2017-06-01,5000.0,15.05,C,C4,MORTGAGE,57600.0,Verified,other,MN,4.0,0.0,0.0,15.0,15.0,2052.0,15.2,Charged Off,1,19,36,10,0
2017-06-01,13350.0,15.05,C,C4,MORTGAGE,107000.0,Not Verified,credit_card,MN,20.86,0.0,0.0,8.0,21.0,43598.0,75.6,Current,0,19,36,10,0
